first_name,second_name,age,sex,vehicle_make,vehicle_model,vehicle_year,vehicle_type,data,address_city,last_name,credit_card_start_date,credit_card_number,address_main,address_postcode,credit_card_end_date,credit_card_security_code,iban
Mohammed,Roberts,26,Male,Lincoln,Civic Type R,1998,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Mohammed', 'Second Name': 'Roberts', 'Age (Years)': '26', 'Sex': 'Male', 'Vehicle Make': 'Lincoln', 'Vehicle Model': 'Civic Type R', 'Vehicle Year': '1998', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Liam,Edwards,50,Male,Mitsubishi,Sable,2011,Coupe,"{'source': 'CSV', 'raw_data': {'First Name': 'Liam', 'Second Name': 'Edwards', 'Age (Years)': '50', 'Sex': 'Male', 'Vehicle Make': 'Mitsubishi', 'Vehicle Model': 'Sable', 'Vehicle Year': '2011', 'Vehicle Type': 'Coupe'}}",,,,,,,,,
Jonathan,Austin,30,Male,Volvo,Passat,2002,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Jonathan', 'Second Name': 'Austin', 'Age (Years)': '30', 'Sex': 'Male', 'Vehicle Make': 'Volvo', 'Vehicle Model': 'Passat', 'Vehicle Year': '2002', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Mary,Clayton,28,Female,Ram,IS,2006,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Mary', 'Second Name': 'Clayton', 'Age (Years)': '28', 'Sex': 'Female', 'Vehicle Make': 'Ram', 'Vehicle Model': 'IS', 'Vehicle Year': '2006', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Amanda,Duncan,33,Female,Chevrolet,Tacoma Regular Cab,2019,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Amanda', 'Second Name': 'Duncan', 'Age (Years)': '33', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Tacoma Regular Cab', 'Vehicle Year': '2019', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Geraldine,Johnson,27,Female,Dodge,Avenger,2017,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Geraldine', 'Second Name': 'Johnson', 'Age (Years)': '27', 'Sex': 'Female', 'Vehicle Make': 'Dodge', 'Vehicle Model': 'Avenger', 'Vehicle Year': '2017', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Alexander,Reid,27,Male,Nissan,Viper,2018,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Alexander', 'Second Name': 'Reid', 'Age (Years)': '27', 'Sex': 'Male', 'Vehicle Make': 'Nissan', 'Vehicle Model': 'Viper', 'Vehicle Year': '2018', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Suzanne,Carter,53,Female,BMW,Sonata,2009,"Sedan, Coupe","{'source': 'CSV', 'raw_data': {'First Name': 'Suzanne', 'Second Name': 'Carter', 'Age (Years)': '53', 'Sex': 'Female', 'Vehicle Make': 'BMW', 'Vehicle Model': 'Sonata', 'Vehicle Year': '2009', 'Vehicle Type': 'Sedan, Coupe'}}",,,,,,,,,
Dale,Jones,24,Male,Volvo,Seville,2007,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Dale', 'Second Name': 'Jones', 'Age (Years)': '24', 'Sex': 'Male', 'Vehicle Make': 'Volvo', 'Vehicle Model': 'Seville', 'Vehicle Year': '2007', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Helen,Carr,82,Female,Toyota,Corvette,2013,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Helen', 'Second Name': 'Carr', 'Age (Years)': '82', 'Sex': 'Female', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'Corvette', 'Vehicle Year': '2013', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Jacqueline,Booth,74,Female,MINI,Expedition,1995,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Jacqueline', 'Second Name': 'Booth', 'Age (Years)': '74', 'Sex': 'Female', 'Vehicle Make': 'MINI', 'Vehicle Model': 'Expedition', 'Vehicle Year': '1995', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Jordan,Thompson,82,Male,Lexus,Cougar,1994,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Jordan', 'Second Name': 'Thompson', 'Age (Years)': '82', 'Sex': 'Male', 'Vehicle Make': 'Lexus', 'Vehicle Model': 'Cougar', 'Vehicle Year': '1994', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Geoffrey,Jarvis,20,Male,GMC,500X,1992,"Coupe, Convertible","{'source': 'CSV', 'raw_data': {'First Name': 'Geoffrey', 'Second Name': 'Jarvis', 'Age (Years)': '20', 'Sex': 'Male', 'Vehicle Make': 'GMC', 'Vehicle Model': '500X', 'Vehicle Year': '1992', 'Vehicle Type': 'Coupe, Convertible'}}",,,,,,,,,
Donna,Summers,66,Female,Chevrolet,Soul,2000,Coupe,"{'source': 'CSV', 'raw_data': {'First Name': 'Donna', 'Second Name': 'Summers', 'Age (Years)': '66', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Soul', 'Vehicle Year': '2000', 'Vehicle Type': 'Coupe'}}",,,,,,,,,
Suzanne,Hughes,51,Female,Ford,RX,2016,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Suzanne', 'Second Name': 'Hughes', 'Age (Years)': '51', 'Sex': 'Female', 'Vehicle Make': 'Ford', 'Vehicle Model': 'RX', 'Vehicle Year': '2016', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Abbie,Davis,46,Female,Volvo,Vitara,2002,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Abbie', 'Second Name': 'Davis', 'Age (Years)': '46', 'Sex': 'Female', 'Vehicle Make': 'Volvo', 'Vehicle Model': 'Vitara', 'Vehicle Year': '2002', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Dean,Ellis,28,Male,Acura,tC,2004,"Convertible, Coupe","{'source': 'CSV', 'raw_data': {'First Name': 'Dean', 'Second Name': 'Ellis', 'Age (Years)': '28', 'Sex': 'Male', 'Vehicle Make': 'Acura', 'Vehicle Model': 'tC', 'Vehicle Year': '2004', 'Vehicle Type': 'Convertible, Coupe'}}",,,,,,,,,
Maurice,Wilson,79,Male,Jaguar,Mark LT,2002,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Maurice', 'Second Name': 'Wilson', 'Age (Years)': '79', 'Sex': 'Male', 'Vehicle Make': 'Jaguar', 'Vehicle Model': 'Mark LT', 'Vehicle Year': '2002', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Rosemary,May,87,Female,Lexus,Sentra,2020,Wagon,"{'source': 'CSV', 'raw_data': {'First Name': 'Rosemary', 'Second Name': 'May', 'Age (Years)': '87', 'Sex': 'Female', 'Vehicle Make': 'Lexus', 'Vehicle Model': 'Sentra', 'Vehicle Year': '2020', 'Vehicle Type': 'Wagon'}}",,,,,,,,,
Yvonne,Thompson,42,Female,Mercury,6 Series,2013,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Yvonne', 'Second Name': 'Thompson', 'Age (Years)': '42', 'Sex': 'Female', 'Vehicle Make': 'Mercury', 'Vehicle Model': '6 Series', 'Vehicle Year': '2013', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Craig,Thompson,86,Male,Nissan,LaCrosse,2015,"Convertible, Sedan","{'source': 'CSV', 'raw_data': {'First Name': 'Craig', 'Second Name': 'Thompson', 'Age (Years)': '86', 'Sex': 'Male', 'Vehicle Make': 'Nissan', 'Vehicle Model': 'LaCrosse', 'Vehicle Year': '2015', 'Vehicle Type': 'Convertible, Sedan'}}",,,,,,,,,
Julian,Dixon,87,Male,Hyundai,Avenger,2018,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Julian', 'Second Name': 'Dixon', 'Age (Years)': '87', 'Sex': 'Male', 'Vehicle Make': 'Hyundai', 'Vehicle Model': 'Avenger', 'Vehicle Year': '2018', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Megan,Woodward,86,Female,Volkswagen,A8,2011,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Megan', 'Second Name': 'Woodward', 'Age (Years)': '86', 'Sex': 'Female', 'Vehicle Make': 'Volkswagen', 'Vehicle Model': 'A8', 'Vehicle Year': '2011', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Angela,Briggs,36,Female,Cadillac,Malibu,2013,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Angela', 'Second Name': 'Briggs', 'Age (Years)': '36', 'Sex': 'Female', 'Vehicle Make': 'Cadillac', 'Vehicle Model': 'Malibu', 'Vehicle Year': '2013', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Michael,Collins,80,Male,Dodge,4C,2006,"Sedan, Coupe","{'source': 'CSV', 'raw_data': {'First Name': 'Michael', 'Second Name': 'Collins', 'Age (Years)': '80', 'Sex': 'Male', 'Vehicle Make': 'Dodge', 'Vehicle Model': '4C', 'Vehicle Year': '2006', 'Vehicle Type': 'Sedan, Coupe'}}",,,,,,,,,
Cameron,Lewis,33,Male,Audi,Mercedes-AMG S-Class,1998,Convertible,"{'source': 'CSV', 'raw_data': {'First Name': 'Cameron', 'Second Name': 'Lewis', 'Age (Years)': '33', 'Sex': 'Male', 'Vehicle Make': 'Audi', 'Vehicle Model': 'Mercedes-AMG S-Class', 'Vehicle Year': '1998', 'Vehicle Type': 'Convertible'}}",,,,,,,,,
Angela,Lewis,78,Female,Ford,B-Series Cab Plus,2012,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Angela', 'Second Name': 'Lewis', 'Age (Years)': '78', 'Sex': 'Female', 'Vehicle Make': 'Ford', 'Vehicle Model': 'B-Series Cab Plus', 'Vehicle Year': '2012', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Stuart,Wilson,69,Male,Mercedes-Benz,SRX,1999,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Stuart', 'Second Name': 'Wilson', 'Age (Years)': '69', 'Sex': 'Male', 'Vehicle Make': 'Mercedes-Benz', 'Vehicle Model': 'SRX', 'Vehicle Year': '1999', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Olivia,Allen,74,Female,Kia,C-Class,2019,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Olivia', 'Second Name': 'Allen', 'Age (Years)': '74', 'Sex': 'Female', 'Vehicle Make': 'Kia', 'Vehicle Model': 'C-Class', 'Vehicle Year': '2019', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Darren,Lewis,42,Male,Chevrolet,Bonneville,2001,"Convertible, Coupe","{'source': 'CSV', 'raw_data': {'First Name': 'Darren', 'Second Name': 'Lewis', 'Age (Years)': '42', 'Sex': 'Male', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Bonneville', 'Vehicle Year': '2001', 'Vehicle Type': 'Convertible, Coupe'}}",,,,,,,,,
Gregory,Bennett,51,Male,GMC,Bentayga,2010,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Gregory', 'Second Name': 'Bennett', 'Age (Years)': '51', 'Sex': 'Male', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Bentayga', 'Vehicle Year': '2010', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Ian,Cartwright,85,Male,smart,Ram 2500 Club Cab,1996,Coupe,"{'source': 'CSV', 'raw_data': {'First Name': 'Ian', 'Second Name': 'Cartwright', 'Age (Years)': '85', 'Sex': 'Male', 'Vehicle Make': 'smart', 'Vehicle Model': 'Ram 2500 Club Cab', 'Vehicle Year': '1996', 'Vehicle Type': 'Coupe'}}",,,,,,,,,
Molly,Morgan,41,Female,Chevrolet,Tucson,1996,Wagon,"{'source': 'CSV', 'raw_data': {'First Name': 'Molly', 'Second Name': 'Morgan', 'Age (Years)': '41', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Tucson', 'Vehicle Year': '1996', 'Vehicle Type': 'Wagon'}}",,,,,,,,,
Jason,Ford,27,Male,GMC,Transit Connect Cargo,1992,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Jason', 'Second Name': 'Ford', 'Age (Years)': '27', 'Sex': 'Male', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Transit Connect Cargo', 'Vehicle Year': '1992', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Shane,Phillips,84,Male,MAZDA,Terraza,2014,Coupe,"{'source': 'CSV', 'raw_data': {'First Name': 'Shane', 'Second Name': 'Phillips', 'Age (Years)': '84', 'Sex': 'Male', 'Vehicle Make': 'MAZDA', 'Vehicle Model': 'Terraza', 'Vehicle Year': '2014', 'Vehicle Type': 'Coupe'}}",,,,,,,,,
Terence,Sharpe,65,Male,Chevrolet,500c,2008,Hatchback,"{'source': 'CSV', 'raw_data': {'First Name': 'Terence', 'Second Name': 'Sharpe', 'Age (Years)': '65', 'Sex': 'Male', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': '500c', 'Vehicle Year': '2008', 'Vehicle Type': 'Hatchback'}}",,,,,,,,,
Malcolm,Powell,77,Male,Cadillac,Tracker,2003,"Sedan, Wagon","{'source': 'CSV', 'raw_data': {'First Name': 'Malcolm', 'Second Name': 'Powell', 'Age (Years)': '77', 'Sex': 'Male', 'Vehicle Make': 'Cadillac', 'Vehicle Model': 'Tracker', 'Vehicle Year': '2003', 'Vehicle Type': 'Sedan, Wagon'}}",,,,,,,,,
Damian,Thomas,70,Male,Maserati,Rally Wagon 2500,2019,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Damian', 'Second Name': 'Thomas', 'Age (Years)': '70', 'Sex': 'Male', 'Vehicle Make': 'Maserati', 'Vehicle Model': 'Rally Wagon 2500', 'Vehicle Year': '2019', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Lauren,Matthews,65,Female,Acura,Alero,2017,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Lauren', 'Second Name': 'Matthews', 'Age (Years)': '65', 'Sex': 'Female', 'Vehicle Make': 'Acura', 'Vehicle Model': 'Alero', 'Vehicle Year': '2017', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Douglas,Bailey,82,Male,Honda,F150 Super Cab,2002,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Douglas', 'Second Name': 'Bailey', 'Age (Years)': '82', 'Sex': 'Male', 'Vehicle Make': 'Honda', 'Vehicle Model': 'F150 Super Cab', 'Vehicle Year': '2002', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Sharon,O'Brien,60,Female,INFINITI,F350 Super Duty Crew Cab,2002,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Sharon', 'Second Name': ""O'Brien"", 'Age (Years)': '60', 'Sex': 'Female', 'Vehicle Make': 'INFINITI', 'Vehicle Model': 'F350 Super Duty Crew Cab', 'Vehicle Year': '2002', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Abbie,Bull,71,Female,GMC,A6,2012,"Coupe, Convertible","{'source': 'CSV', 'raw_data': {'First Name': 'Abbie', 'Second Name': 'Bull', 'Age (Years)': '71', 'Sex': 'Female', 'Vehicle Make': 'GMC', 'Vehicle Model': 'A6', 'Vehicle Year': '2012', 'Vehicle Type': 'Coupe, Convertible'}}",,,,,,,,,
Marcus,Summers,60,Male,GMC,Ram 1500 Quad Cab,2016,Hatchback,"{'source': 'CSV', 'raw_data': {'First Name': 'Marcus', 'Second Name': 'Summers', 'Age (Years)': '60', 'Sex': 'Male', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Ram 1500 Quad Cab', 'Vehicle Year': '2016', 'Vehicle Type': 'Hatchback'}}",,,,,,,,,
Adam,Mistry,73,Male,Audi,Grand Caravan Passenger,2014,"Sedan, Coupe","{'source': 'CSV', 'raw_data': {'First Name': 'Adam', 'Second Name': 'Mistry', 'Age (Years)': '73', 'Sex': 'Male', 'Vehicle Make': 'Audi', 'Vehicle Model': 'Grand Caravan Passenger', 'Vehicle Year': '2014', 'Vehicle Type': 'Sedan, Coupe'}}",,,,,,,,,
Lawrence,Evans,23,Male,Toyota,Highlander,2018,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Lawrence', 'Second Name': 'Evans', 'Age (Years)': '23', 'Sex': 'Male', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'Highlander', 'Vehicle Year': '2018', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Samuel,Richardson,79,Male,Ford,Breeze,2014,"Sedan, Wagon","{'source': 'CSV', 'raw_data': {'First Name': 'Samuel', 'Second Name': 'Richardson', 'Age (Years)': '79', 'Sex': 'Male', 'Vehicle Make': 'Ford', 'Vehicle Model': 'Breeze', 'Vehicle Year': '2014', 'Vehicle Type': 'Sedan, Wagon'}}",,,,,,,,,
Hilary,Williams,50,Female,GMC,Accord,1995,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Hilary', 'Second Name': 'Williams', 'Age (Years)': '50', 'Sex': 'Female', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Accord', 'Vehicle Year': '1995', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Melanie,Butler,61,Female,Ram,Capri,2002,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Melanie', 'Second Name': 'Butler', 'Age (Years)': '61', 'Sex': 'Female', 'Vehicle Make': 'Ram', 'Vehicle Model': 'Capri', 'Vehicle Year': '2002', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Samuel,O'Connor,66,Male,Nissan,Sierra 1500 Regular Cab,1994,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Samuel', 'Second Name': ""O'Connor"", 'Age (Years)': '66', 'Sex': 'Male', 'Vehicle Make': 'Nissan', 'Vehicle Model': 'Sierra 1500 Regular Cab', 'Vehicle Year': '1994', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Rosemary,Elliott,43,Female,Scion,Matrix,1998,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Rosemary', 'Second Name': 'Elliott', 'Age (Years)': '43', 'Sex': 'Female', 'Vehicle Make': 'Scion', 'Vehicle Model': 'Matrix', 'Vehicle Year': '1998', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Rhys,Davies,64,Male,Chevrolet,Compass,2007,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Rhys', 'Second Name': 'Davies', 'Age (Years)': '64', 'Sex': 'Male', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Compass', 'Vehicle Year': '2007', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Melissa,Ward,89,Female,Dodge,Sierra 1500 Double Cab,2005,"Convertible, Coupe","{'source': 'CSV', 'raw_data': {'First Name': 'Melissa', 'Second Name': 'Ward', 'Age (Years)': '89', 'Sex': 'Female', 'Vehicle Make': 'Dodge', 'Vehicle Model': 'Sierra 1500 Double Cab', 'Vehicle Year': '2005', 'Vehicle Type': 'Convertible, Coupe'}}",,,,,,,,,
Denise,Godfrey,34,Female,Mercedes-Benz,Frontier Crew Cab,2004,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Denise', 'Second Name': 'Godfrey', 'Age (Years)': '34', 'Sex': 'Female', 'Vehicle Make': 'Mercedes-Benz', 'Vehicle Model': 'Frontier Crew Cab', 'Vehicle Year': '2004', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Lewis,Thomas,19,Male,Honda,Silverado 2500 HD Regular Cab,2014,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Lewis', 'Second Name': 'Thomas', 'Age (Years)': '19', 'Sex': 'Male', 'Vehicle Make': 'Honda', 'Vehicle Model': 'Silverado 2500 HD Regular Cab', 'Vehicle Year': '2014', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Jenna,Ward,22,Female,Chevrolet,Express 1500 Cargo,2020,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Jenna', 'Second Name': 'Ward', 'Age (Years)': '22', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Express 1500 Cargo', 'Vehicle Year': '2020', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Lynda,Harvey,48,Female,Plymouth,ProMaster Cargo Van,2018,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Lynda', 'Second Name': 'Harvey', 'Age (Years)': '48', 'Sex': 'Female', 'Vehicle Make': 'Plymouth', 'Vehicle Model': 'ProMaster Cargo Van', 'Vehicle Year': '2018', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Douglas,Jordan,24,Male,Ford,Monterey,2017,Convertible,"{'source': 'CSV', 'raw_data': {'First Name': 'Douglas', 'Second Name': 'Jordan', 'Age (Years)': '24', 'Sex': 'Male', 'Vehicle Make': 'Ford', 'Vehicle Model': 'Monterey', 'Vehicle Year': '2017', 'Vehicle Type': 'Convertible'}}",,,,,,,,,
Jack,Powell,61,Male,Mitsubishi,Prius,2013,"Sedan, Hatchback","{'source': 'CSV', 'raw_data': {'First Name': 'Jack', 'Second Name': 'Powell', 'Age (Years)': '61', 'Sex': 'Male', 'Vehicle Make': 'Mitsubishi', 'Vehicle Model': 'Prius', 'Vehicle Year': '2013', 'Vehicle Type': 'Sedan, Hatchback'}}",,,,,,,,,
Karl,Clarke,62,Male,Hyundai,Titan Crew Cab,2011,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Karl', 'Second Name': 'Clarke', 'Age (Years)': '62', 'Sex': 'Male', 'Vehicle Make': 'Hyundai', 'Vehicle Model': 'Titan Crew Cab', 'Vehicle Year': '2011', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Charlie,West,82,Male,Daihatsu,Passat,2010,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Charlie', 'Second Name': 'West', 'Age (Years)': '82', 'Sex': 'Male', 'Vehicle Make': 'Daihatsu', 'Vehicle Model': 'Passat', 'Vehicle Year': '2010', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Geoffrey,Lawrence,47,Male,Honda,Sonata,1993,Hatchback,"{'source': 'CSV', 'raw_data': {'First Name': 'Geoffrey', 'Second Name': 'Lawrence', 'Age (Years)': '47', 'Sex': 'Male', 'Vehicle Make': 'Honda', 'Vehicle Model': 'Sonata', 'Vehicle Year': '1993', 'Vehicle Type': 'Hatchback'}}",,,,,,,,,
Henry,Williams,26,Male,Honda,Ram 3500 Regular Cab,1992,Wagon,"{'source': 'CSV', 'raw_data': {'First Name': 'Henry', 'Second Name': 'Williams', 'Age (Years)': '26', 'Sex': 'Male', 'Vehicle Make': 'Honda', 'Vehicle Model': 'Ram 3500 Regular Cab', 'Vehicle Year': '1992', 'Vehicle Type': 'Wagon'}}",,,,,,,,,
Leanne,Woods,34,Female,Ford,S5,2005,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Leanne', 'Second Name': 'Woods', 'Age (Years)': '34', 'Sex': 'Female', 'Vehicle Make': 'Ford', 'Vehicle Model': 'S5', 'Vehicle Year': '2005', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Amber,Allen,64,Female,Chevrolet,F250 Super Duty Super Cab,2019,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Amber', 'Second Name': 'Allen', 'Age (Years)': '64', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'F250 Super Duty Super Cab', 'Vehicle Year': '2019', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
George,Hayes,82,Male,Ferrari,Pathfinder,2010,Hatchback,"{'source': 'CSV', 'raw_data': {'First Name': 'George', 'Second Name': 'Hayes', 'Age (Years)': '82', 'Sex': 'Male', 'Vehicle Make': 'Ferrari', 'Vehicle Model': 'Pathfinder', 'Vehicle Year': '2010', 'Vehicle Type': 'Hatchback'}}",,,,,,,,,
Ross,Perry,88,Male,Toyota,X-90,2000,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Ross', 'Second Name': 'Perry', 'Age (Years)': '88', 'Sex': 'Male', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'X-90', 'Vehicle Year': '2000', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Annette,Mills,88,Female,GMC,TT,2002,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Annette', 'Second Name': 'Mills', 'Age (Years)': '88', 'Sex': 'Female', 'Vehicle Make': 'GMC', 'Vehicle Model': 'TT', 'Vehicle Year': '2002', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Charlie,Short,51,Male,Saturn,Sorento,1999,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Charlie', 'Second Name': 'Short', 'Age (Years)': '51', 'Sex': 'Male', 'Vehicle Make': 'Saturn', 'Vehicle Model': 'Sorento', 'Vehicle Year': '1999', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Pamela,Grant,77,Female,Toyota,Town & Country,2006,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Pamela', 'Second Name': 'Grant', 'Age (Years)': '77', 'Sex': 'Female', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'Town & Country', 'Vehicle Year': '2006', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Lorraine,Hammond,19,Female,Mitsubishi,Wrangler,2009,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Lorraine', 'Second Name': 'Hammond', 'Age (Years)': '19', 'Sex': 'Female', 'Vehicle Make': 'Mitsubishi', 'Vehicle Model': 'Wrangler', 'Vehicle Year': '2009', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Tony,Clark,48,Male,Hyundai,Sonic,2017,"Coupe, Convertible","{'source': 'CSV', 'raw_data': {'First Name': 'Tony', 'Second Name': 'Clark', 'Age (Years)': '48', 'Sex': 'Male', 'Vehicle Make': 'Hyundai', 'Vehicle Model': 'Sonic', 'Vehicle Year': '2017', 'Vehicle Type': 'Coupe, Convertible'}}",,,,,,,,,
Hilary,Campbell,55,Female,Ram,CTS-V,2009,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Hilary', 'Second Name': 'Campbell', 'Age (Years)': '55', 'Sex': 'Female', 'Vehicle Make': 'Ram', 'Vehicle Model': 'CTS-V', 'Vehicle Year': '2009', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Leon,Campbell,75,Male,Jaguar,Imperial,2013,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Leon', 'Second Name': 'Campbell', 'Age (Years)': '75', 'Sex': 'Male', 'Vehicle Make': 'Jaguar', 'Vehicle Model': 'Imperial', 'Vehicle Year': '2013', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Denise,Akhtar,33,Female,Ford,Murano,2012,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Denise', 'Second Name': 'Akhtar', 'Age (Years)': '33', 'Sex': 'Female', 'Vehicle Make': 'Ford', 'Vehicle Model': 'Murano', 'Vehicle Year': '2012', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Dennis,Stanley,22,Male,GMC,Alero,1995,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Dennis', 'Second Name': 'Stanley', 'Age (Years)': '22', 'Sex': 'Male', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Alero', 'Vehicle Year': '1995', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Valerie,Ellis,55,Female,Toyota,Impala,2001,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Valerie', 'Second Name': 'Ellis', 'Age (Years)': '55', 'Sex': 'Female', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'Impala', 'Vehicle Year': '2001', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
